Timestamp,Shipping Country,Product Category,Product Name,Rating,Review Content,Fulfillment Status,Order Value
2024-08-08,Australia,Clothing,Polo Shirt,2,"The Polo Shirt is flimsy and uncomfortable, regret buying it.",Fulfilled,482.38
2025-02-12,USA,Shoes,Flip Flops,2,"Awful experience, will never buy this Flip Flops again.",Pending,476.24
2024-08-09,UK,Accessories,Keychain,2,The Keychain is overpriced for such cheap material.,Pending,113.65
2025-04-06,UK,Sports,Yoga Mat,2,"Worst experience ever, the Yoga Mat is a scam.",Pending,492.03
2025-06-14,Australia,Clothing,Cargo Pants,5,"Very happy with the Cargo Pants, fits perfectly and great value for money.",Fulfilled,17.56
2024-11-27,USA,Clothing,Formal Shirt,2,"Received the wrong Formal Shirt, very disappointed.",Canceled,331.73
2025-01-02,Australia,Beauty,Shampoo,3,"The Shampoo is nothing special, just average.",Canceled,186.79
2025-01-19,USA,Home,Microwave Oven,3,"The Microwave Oven is just fine, delivery took longer than expected.",Canceled,372.22
2024-10-22,Canada,Clothing,Formal Shirt,1,"The Formal Shirt stopped working after just one use, very frustrating.",Canceled,181.15
2024-08-01,Australia,Accessories,Umbrella,3,The Umbrella does the job but lacks a premium feel.,Fulfilled,247.55
2025-04-25,USA,Electronics,Smartwatch,2,The Smartwatch feels cheap and unreliable.,Canceled,16.99
2025-04-10,Canada,Sports,Cycling Helmet,5,A premium Cycling Helmet with impressive performance.,Fulfilled,46.37
2025-01-24,UK,Clothing,Denim Jeans,3,"Average experience with the Denim Jeans, works okay but has room for improvement.",Canceled,114.38
2025-03-07,UK,Sports,Dumbbells,4,Everything about this Dumbbells screams quality!,Canceled,175.36
2024-12-24,UK,Home,Rice Cooker,1,"Size issue with the Rice Cooker, totally unusable.",Fulfilled,228.84
2025-04-25,Australia,Shoes,Flip Flops,1,"Disappointed with the Flip Flops, customer support unhelpful.",Pending,29.67
2025-06-11,UK,Accessories,Wallet,2,"Bad experience, the Wallet came with missing parts.",Canceled,362.95
2025-05-14,Canada,Sports,Yoga Mat,4,The Yoga Mat has become my favorite item.,Pending,332.42
2025-03-23,Canada,Shoes,Slip-On Loafers,5,Great Slip-On Loafers! Exactly as described and worth every penny.,Fulfilled,155.23
2025-05-07,Australia,Sports,Swimming Goggles,4,"The Swimming Goggles is stylish and comfortable, I wear it every day.",Fulfilled,489.69
2024-07-29,UK,Shoes,Sneakers,1,"Received the wrong Sneakers, very disappointed.",Fulfilled,340.73
2024-09-04,Australia,Sports,Basketball,3,"It's usable, but the Basketball could have been more comfortable.",Canceled,235.39
2024-07-29,Canada,Kitchen,Water Bottle,4,"Superb quality on the Water Bottle, packaging was also great.",Canceled,58.01
2025-06-14,UK,Beauty,Hair Dryer,5,"The Hair Dryer exceeded my expectations, will definitely buy again!",Fulfilled,301.93
2024-11-12,USA,Electronics,Portable Charger,1,"Extremely dissatisfied with the Portable Charger, will not recommend.",Canceled,226.64
2024-12-09,Australia,Sports,Yoga Mat,2,"Totally not worth it, the Yoga Mat is a disaster.",Pending,444.28
2025-04-21,UK,Sports,Cycling Helmet,5,Everything about this Cycling Helmet screams quality!,Fulfilled,57.71
2024-10-10,Australia,Kitchen,Stainless Steel Cookware Set,5,"Loved the color and style of the Stainless Steel Cookware Set, perfect buy.",Canceled,230.56
2025-03-29,USA,Kitchen,Blender Jar,5,"The Blender Jar exceeded my expectations, will definitely buy again!",Pending,40.28
2025-04-17,Canada,Sports,Football,5,"The Football exceeded my expectations, will definitely buy again!",Canceled,432.75
2025-05-21,USA,Electronics,Smartphone Case,4,Everything about this Smartphone Case screams quality!,Fulfilled,169.4
2024-12-23,USA,Sports,Football,3,"The Football is decent, not too bad but nothing extraordinary.",Canceled,89.51
2025-01-14,Australia,Clothing,Wool Sweater,5,"The Wool Sweater is perfect for my needs, amazing craftsmanship.",Canceled,229.69
2024-10-28,Australia,Shoes,Sneakers,1,"The Sneakers is flimsy and uncomfortable, regret buying it.",Fulfilled,364.32
2025-02-27,USA,Sports,Tennis Racket,3,"It's usable, but the Tennis Racket could have been more comfortable.",Pending,299.58
2025-02-11,USA,Sports,Hiking Backpack,2,"Totally not worth it, the Hiking Backpack is a disaster.",Canceled,105.93
2024-09-01,Australia,Home,Toaster,2,"Extremely dissatisfied with the Toaster, will not recommend.",Fulfilled,217.86
2024-09-20,UK,Shoes,Running Shoes,3,The Running Shoes works as expected but nothing to brag about.,Pending,371.76
2024-09-17,USA,Beauty,Sunscreen,5,"Highly satisfied, the Sunscreen works even better than advertised.",Fulfilled,52.55
2025-05-28,UK,Clothing,Hoodie,3,"Got what I ordered, the Hoodie is okay.",Canceled,293.16
2025-06-15,USA,Kitchen,Measuring Cup Set,4,"Amazing Measuring Cup Set, customer support was also top-notch.",Pending,10.51
2024-08-10,UK,Accessories,Wrist Watch,5,Everything about this Wrist Watch screams quality!,Canceled,121.64
2024-09-08,Australia,Home,Rice Cooker,5,Great Rice Cooker! Exactly as described and worth every penny.,Pending,320.91
2025-05-03,USA,Sports,Yoga Mat,4,"Loved the color and style of the Yoga Mat, perfect buy.",Fulfilled,190.91
2025-03-27,Canada,Accessories,Wallet,1,"Very poor quality Wallet, broke within a week.",Canceled,300.69
2024-12-28,Australia,Electronics,Smartphone Case,1,"Awful experience, will never buy this Smartphone Case again.",Pending,316.49
2025-07-14,Australia,Shoes,Sandals,3,"Average build quality on the Sandals, neither bad nor great.",Fulfilled,375.28
2024-12-01,Canada,Kitchen,Water Bottle,1,"Disappointed with the Water Bottle, customer support unhelpful.",Pending,91.88
2024-09-25,UK,Shoes,Leather Boots,1,"Received the wrong Leather Boots, very disappointed.",Pending,19.53
2025-05-08,UK,Accessories,Backpack,4,"Superb quality on the Backpack, packaging was also great.",Canceled,405.48
2024-12-28,Australia,Sports,Dumbbells,2,"Extremely dissatisfied with the Dumbbells, will not recommend.",Canceled,321.2
2024-11-20,Canada,Shoes,Running Shoes,2,"The Running Shoes stopped working after just one use, very frustrating.",Pending,456.65
2024-12-31,Australia,Clothing,Cargo Pants,1,"Totally not worth it, the Cargo Pants is a disaster.",Canceled,204.39
2024-08-20,USA,Shoes,Canvas Shoes,5,"Excellent purchase, the Canvas Shoes feels premium and durable.",Pending,173.49
2024-10-20,UK,Beauty,Sunscreen,2,"Waste of money, don't buy this Sunscreen.",Pending,488.21
2024-09-26,Australia,Sports,Cycling Helmet,1,The Cycling Helmet feels cheap and unreliable.,Pending,271.23
2024-12-28,Australia,Electronics,Laptop Bag,2,"The Laptop Bag stopped working after just one use, very frustrating.",Pending,58.05
2024-11-11,Canada,Electronics,Gaming Mouse,1,The Gaming Mouse is overpriced for such cheap material.,Canceled,127.85
2025-07-09,USA,Kitchen,Cutting Board,2,"Very poor quality Cutting Board, broke within a week.",Canceled,38.42
2024-08-13,Canada,Shoes,Running Shoes,4,Perfect fit and great fabric quality on the Running Shoes.,Fulfilled,302.26
2024-11-23,UK,Home,Microwave Oven,3,"The Microwave Oven is decent, not too bad but nothing extraordinary.",Fulfilled,182.37
2025-02-22,UK,Beauty,Nail Polish,4,The Nail Polish looks amazing and is really sturdy.,Fulfilled,489.4
2025-01-24,UK,Sports,Cricket Bat,5,A premium Cricket Bat with impressive performance.,Fulfilled,32.82
2025-06-26,Australia,Home,Coffee Maker,5,Perfect fit and great fabric quality on the Coffee Maker.,Fulfilled,413.87
2024-10-16,Australia,Electronics,Mechanical Keyboard,2,"Received the wrong Mechanical Keyboard, very disappointed.",Pending,187.72
2025-05-24,Canada,Sports,Football,3,"I feel neutral about this Football, nothing stands out.",Canceled,19.33
2025-05-25,Canada,Electronics,Smartphone Case,4,"Excellent purchase, the Smartphone Case feels premium and durable.",Canceled,285.35
2024-10-02,USA,Sports,Running Shorts,4,Perfect fit and great fabric quality on the Running Shorts.,Pending,432.59
2025-06-11,Canada,Shoes,Leather Boots,4,The Leather Boots has become my favorite item.,Canceled,281.94
2025-04-17,Australia,Beauty,Hair Dryer,3,"Meh experience with the Hair Dryer, nothing memorable.",Pending,364.77
2025-05-01,Canada,Home,Toaster,2,Customer service ignored my complaint about the Toaster.,Pending,278.22
2025-03-10,UK,Sports,Running Shorts,5,Best purchase ever! The Running Shorts is worth every cent.,Pending,66.16
2025-07-18,Australia,Sports,Dumbbells,2,Customer service ignored my complaint about the Dumbbells.,Fulfilled,63.59
2025-06-28,UK,Sports,Cycling Helmet,4,"Superb quality on the Cycling Helmet, packaging was also great.",Pending,228.46
2025-04-01,USA,Beauty,Shampoo,1,"Extremely dissatisfied with the Shampoo, will not recommend.",Pending,90.49
2025-01-10,UK,Accessories,Backpack,1,"Size issue with the Backpack, totally unusable.",Canceled,470.67
2025-05-06,UK,Shoes,Leather Boots,4,"Excellent purchase, the Leather Boots feels premium and durable.",Pending,294.53
2025-06-09,Australia,Beauty,Face Mask,4,"Superb quality on the Face Mask, packaging was also great.",Pending,201.96
2024-12-29,Australia,Sports,Basketball,4,"The Basketball is perfect for my needs, amazing craftsmanship.",Fulfilled,268.91
2024-09-28,USA,Electronics,Wireless Earbuds,5,A premium Wireless Earbuds with impressive performance.,Pending,336.11
2025-02-12,Australia,Accessories,Travel Duffel Bag,4,A premium Travel Duffel Bag with impressive performance.,Fulfilled,160.12
2024-12-09,Canada,Clothing,Sports Shorts,4,"Very happy with the Sports Shorts, fits perfectly and great value for money.",Canceled,281.85
2025-07-09,USA,Electronics,Smartphone Case,1,"Totally not worth it, the Smartphone Case is a disaster.",Canceled,239.05
2024-12-19,USA,Home,Vacuum Cleaner,2,The Vacuum Cleaner is overpriced for such cheap material.,Fulfilled,262.06
2025-02-20,Australia,Shoes,Slip-On Loafers,1,"Extremely dissatisfied with the Slip-On Loafers, will not recommend.",Canceled,75.64
2024-07-31,Australia,Kitchen,Oven Gloves,4,The Oven Gloves looks amazing and is really sturdy.,Pending,380.77
2024-08-22,UK,Electronics,Gaming Mouse,5,"Amazing Gaming Mouse, customer support was also top-notch.",Canceled,356.49
2025-04-04,UK,Sports,Hiking Backpack,4,"Very happy with the Hiking Backpack, fits perfectly and great value for money.",Pending,70.47
2025-03-13,Australia,Clothing,Formal Shirt,2,"The Formal Shirt stopped working after just one use, very frustrating.",Fulfilled,227.9
2025-01-09,USA,Sports,Cricket Bat,1,"Terrible quality Cricket Bat, felt like a waste of money.",Canceled,477.39
2025-05-18,USA,Sports,Yoga Mat,4,"Loved the color and style of the Yoga Mat, perfect buy.",Canceled,309.19
2024-09-01,UK,Sports,Running Shorts,2,"Bad experience, the Running Shorts came with missing parts.",Pending,394.65
2025-01-09,Canada,Accessories,Umbrella,4,"The Umbrella exceeded my expectations, will definitely buy again!",Canceled,376.26
2025-04-15,USA,Accessories,Silk Scarf,5,Perfect fit and great fabric quality on the Silk Scarf.,Canceled,392.26
2024-09-05,USA,Clothing,Bomber Jacket,2,Customer service ignored my complaint about the Bomber Jacket.,Pending,428.44
2025-06-24,Canada,Electronics,Smartphone Case,5,The Smartphone Case looks amazing and is really sturdy.,Fulfilled,481.1
2024-12-28,USA,Electronics,Bluetooth Speaker,3,"I feel neutral about this Bluetooth Speaker, nothing stands out.",Canceled,374.0
2025-03-01,Canada,Sports,Swimming Goggles,4,Great Swimming Goggles! Exactly as described and worth every penny.,Canceled,488.23
2024-11-13,Canada,Accessories,Beanie Hat,1,The Beanie Hat is uncomfortable and poorly made.,Canceled,138.34
2024-08-21,USA,Beauty,Moisturizing Cream,2,"Waste of money, don't buy this Moisturizing Cream.",Pending,276.15
2025-07-24,Canada,Accessories,Sunglasses,3,"Neither good nor bad, just okay Sunglasses.",Pending,267.42
2025-03-10,UK,Sports,Cycling Helmet,4,Everything about this Cycling Helmet screams quality!,Canceled,428.63
2024-10-09,USA,Accessories,Wallet,4,"The Wallet came earlier than expected, amazing service.",Canceled,54.92
2024-11-15,Australia,Sports,Tennis Racket,5,"The Tennis Racket came earlier than expected, amazing service.",Canceled,191.58
2025-01-26,Australia,Kitchen,Chef Knife,2,The Chef Knife feels cheap and unreliable.,Fulfilled,77.73
2024-11-25,Australia,Sports,Football,1,The Football is uncomfortable and poorly made.,Pending,179.69
2024-10-27,Australia,Kitchen,Oven Gloves,5,Great Oven Gloves! Exactly as described and worth every penny.,Pending,361.53
2025-04-18,Canada,Electronics,Mechanical Keyboard,2,"Bad experience, the Mechanical Keyboard came with missing parts.",Pending,409.12
2025-01-14,UK,Shoes,High Heels,2,"The High Heels came damaged, packaging was horrible.",Canceled,419.6
2024-08-01,USA,Shoes,Formal Shoes,4,"Absolutely love the Formal Shoes, excellent quality and fast delivery.",Fulfilled,53.81
2025-05-18,USA,Kitchen,Oven Gloves,1,"Totally not worth it, the Oven Gloves is a disaster.",Canceled,206.68
2024-10-28,USA,Electronics,Tablet Cover,4,"Loved the color and style of the Tablet Cover, perfect buy.",Canceled,144.3
2025-01-15,UK,Kitchen,Blender Jar,1,"Waste of money, don't buy this Blender Jar.",Canceled,75.5
2025-06-03,Canada,Shoes,Sneakers,5,"Very happy with the Sneakers, fits perfectly and great value for money.",Pending,340.13
2025-05-20,Australia,Electronics,Noise Cancelling Headphones,2,Customer service ignored my complaint about the Noise Cancelling Headphones.,Fulfilled,478.8
2024-12-28,Australia,Electronics,Portable Charger,4,"Excellent purchase, the Portable Charger feels premium and durable.",Fulfilled,417.3
2024-08-02,Canada,Shoes,High Heels,3,The High Heels does the job but lacks a premium feel.,Fulfilled,82.16
2025-07-01,Canada,Electronics,Mechanical Keyboard,3,"Not bad, but the Mechanical Keyboard is also not great.",Fulfilled,117.58
2025-05-15,Canada,Home,Dish Rack,1,The Dish Rack arrived late and was not as described.,Pending,71.32
2024-10-09,UK,Electronics,Mechanical Keyboard,1,The Mechanical Keyboard feels cheap and unreliable.,Canceled,222.16
2025-06-15,USA,Kitchen,Coffee Grinder,5,"The Coffee Grinder is stylish and comfortable, I wear it every day.",Pending,371.54
2025-06-04,Australia,Kitchen,Measuring Cup Set,2,"Extremely dissatisfied with the Measuring Cup Set, will not recommend.",Fulfilled,99.22
2024-08-06,USA,Beauty,Beard Trimmer,3,"The Beard Trimmer is fine for casual use, not premium quality.",Fulfilled,41.01
2024-09-13,Australia,Shoes,Sneakers,3,"It's okay, the Sneakers does the job but quality could be better.",Canceled,356.2
2025-03-06,Canada,Electronics,Bluetooth Speaker,5,"Excellent purchase, the Bluetooth Speaker feels premium and durable.",Fulfilled,167.75
2024-12-13,UK,Clothing,Maxi Dress,3,"The Maxi Dress is just fine, delivery took longer than expected.",Canceled,172.53
2024-12-03,USA,Accessories,Silk Scarf,1,"Very poor quality Silk Scarf, broke within a week.",Fulfilled,484.76
2024-12-10,Canada,Sports,Basketball,3,"Average experience with the Basketball, works okay but has room for improvement.",Canceled,390.43
2024-09-02,UK,Shoes,Sneakers,3,The Sneakers does the job but lacks a premium feel.,Canceled,150.27
2025-01-22,UK,Kitchen,Measuring Cup Set,5,Best purchase ever! The Measuring Cup Set is worth every cent.,Pending,249.36
2025-04-01,USA,Sports,Tennis Racket,2,The Tennis Racket feels cheap and unreliable.,Pending,198.9
2025-04-22,USA,Home,Microwave Oven,2,"Disappointed with the Microwave Oven, customer support unhelpful.",Fulfilled,336.67
2024-08-31,Australia,Shoes,Running Shoes,2,"Terrible quality Running Shoes, felt like a waste of money.",Fulfilled,272.78
2025-01-01,USA,Accessories,Sunglasses,4,"Superb quality on the Sunglasses, packaging was also great.",Canceled,121.21
2025-03-23,Australia,Shoes,Slip-On Loafers,5,"Excellent purchase, the Slip-On Loafers feels premium and durable.",Canceled,115.0
2024-12-06,UK,Kitchen,Non-Stick Frying Pan,3,"Fairly standard experience, nothing too exciting about the Non-Stick Frying Pan.",Canceled,394.18
2025-07-04,USA,Shoes,Sneakers,2,"The Sneakers came damaged, packaging was horrible.",Pending,233.37
2025-03-11,Canada,Shoes,Running Shoes,2,"Received the wrong Running Shoes, very disappointed.",Pending,390.92
2024-08-11,Canada,Home,Ceiling Fan,3,The Ceiling Fan works as expected but nothing to brag about.,Pending,166.82
2025-04-25,Australia,Beauty,Sunscreen,4,Best purchase ever! The Sunscreen is worth every cent.,Canceled,400.51
2025-04-28,UK,Kitchen,Chef Knife,3,"Fairly standard experience, nothing too exciting about the Chef Knife.",Fulfilled,307.34
2024-11-06,USA,Kitchen,Blender Jar,4,"Loved the color and style of the Blender Jar, perfect buy.",Pending,290.21
2025-02-08,Australia,Beauty,Perfume,1,"Waste of money, don't buy this Perfume.",Pending,106.24
2025-04-28,UK,Clothing,Denim Jeans,2,"Received the wrong Denim Jeans, very disappointed.",Canceled,434.06
2024-11-01,UK,Clothing,Leather Jacket,4,"Superb quality on the Leather Jacket, packaging was also great.",Fulfilled,478.49
2025-06-28,UK,Home,Dish Rack,2,The Dish Rack arrived late and was not as described.,Fulfilled,277.34
2024-10-26,Australia,Clothing,Leather Jacket,4,A premium Leather Jacket with impressive performance.,Canceled,432.07
2024-10-20,UK,Home,Vacuum Cleaner,4,"The Vacuum Cleaner came earlier than expected, amazing service.",Pending,21.24
2024-12-19,USA,Shoes,Sneakers,2,The Sneakers arrived late and was not as described.,Fulfilled,233.08
2025-03-28,Australia,Beauty,Foundation,3,"The Foundation is fine for casual use, not premium quality.",Fulfilled,149.54
2024-08-02,UK,Accessories,Wallet,5,"Amazing Wallet, customer support was also top-notch.",Fulfilled,271.09
2025-02-18,UK,Shoes,Leather Boots,1,"The Leather Boots stopped working after just one use, very frustrating.",Canceled,218.85
2025-03-19,USA,Accessories,Wallet,3,"Mediocre experience overall, the Wallet is serviceable.",Pending,217.44
2025-06-11,UK,Kitchen,Electric Mixer,2,Customer service ignored my complaint about the Electric Mixer.,Pending,347.69
2024-09-29,USA,Kitchen,Non-Stick Frying Pan,1,"Terrible quality Non-Stick Frying Pan, felt like a waste of money.",Fulfilled,73.26
2025-05-14,Australia,Shoes,Flip Flops,4,Everything about this Flip Flops screams quality!,Fulfilled,382.44
2024-11-04,USA,Accessories,Travel Duffel Bag,1,"Worst experience ever, the Travel Duffel Bag is a scam.",Pending,182.02
2024-09-21,Canada,Clothing,Polo Shirt,1,"Disappointed with the Polo Shirt, customer support unhelpful.",Pending,221.88
2025-04-03,Australia,Electronics,Portable Charger,5,"Superb quality on the Portable Charger, packaging was also great.",Fulfilled,30.52
2024-10-18,Australia,Beauty,Nail Polish,2,"Size issue with the Nail Polish, totally unusable.",Canceled,43.7
2024-10-01,USA,Electronics,Mechanical Keyboard,5,Best purchase ever! The Mechanical Keyboard is worth every cent.,Fulfilled,440.61
2025-07-22,USA,Clothing,Denim Jeans,3,"The Denim Jeans is nothing special, just average.",Pending,244.79
2024-09-26,UK,Shoes,High Heels,1,"Awful experience, will never buy this High Heels again.",Pending,400.77
2024-11-21,UK,Home,Coffee Maker,3,"Average experience with the Coffee Maker, works okay but has room for improvement.",Fulfilled,316.6
2025-06-12,Canada,Shoes,Canvas Shoes,4,"The Canvas Shoes is perfect for my needs, amazing craftsmanship.",Fulfilled,35.42
2024-08-21,Australia,Shoes,Sandals,5,"Absolutely love the Sandals, excellent quality and fast delivery.",Pending,104.71
2024-12-08,UK,Accessories,Wrist Watch,4,"Amazing Wrist Watch, customer support was also top-notch.",Fulfilled,219.92
2024-10-30,Canada,Accessories,Wrist Watch,4,Perfect fit and great fabric quality on the Wrist Watch.,Fulfilled,174.46
2024-10-15,UK,Beauty,Lipstick,5,"Loved the color and style of the Lipstick, perfect buy.",Pending,262.01
2025-05-14,Canada,Beauty,Shampoo,5,"The Shampoo is stylish and comfortable, I wear it every day.",Pending,449.26
2024-12-29,Canada,Electronics,Portable Charger,4,"Fast shipping and great quality Portable Charger, could not be happier.",Fulfilled,49.4
2024-09-20,Canada,Kitchen,Oven Gloves,2,"Bad experience, the Oven Gloves came with missing parts.",Fulfilled,45.92
2024-12-09,UK,Clothing,Formal Shirt,2,"Extremely dissatisfied with the Formal Shirt, will not recommend.",Fulfilled,48.91
2024-11-22,UK,Beauty,Nail Polish,5,"Excellent purchase, the Nail Polish feels premium and durable.",Pending,150.96
2025-02-06,Australia,Shoes,Flip Flops,5,Perfect fit and great fabric quality on the Flip Flops.,Pending,416.77
2024-08-25,UK,Sports,Basketball,1,The Basketball is overpriced for such cheap material.,Pending,25.24
2025-02-14,UK,Clothing,Cotton T-Shirt,3,"Not bad, but the Cotton T-Shirt is also not great.",Fulfilled,489.25
2024-12-21,UK,Sports,Dumbbells,4,"Highly satisfied, the Dumbbells works even better than advertised.",Fulfilled,50.67
2025-03-04,UK,Clothing,Polo Shirt,4,"Superb quality on the Polo Shirt, packaging was also great.",Pending,432.35
2025-04-08,USA,Beauty,Foundation,1,"Bad experience, the Foundation came with missing parts.",Canceled,271.86
2024-10-11,Canada,Clothing,Denim Jeans,4,"Amazing Denim Jeans, customer support was also top-notch.",Fulfilled,112.72
2024-12-13,Australia,Kitchen,Measuring Cup Set,2,"Bad experience, the Measuring Cup Set came with missing parts.",Canceled,188.38
2025-05-23,USA,Sports,Dumbbells,5,"Loved the color and style of the Dumbbells, perfect buy.",Canceled,39.8
2025-04-19,Australia,Clothing,Bomber Jacket,2,The Bomber Jacket is overpriced for such cheap material.,Canceled,91.38
2025-01-03,UK,Sports,Basketball,5,Best purchase ever! The Basketball is worth every cent.,Fulfilled,63.23
2025-01-29,UK,Accessories,Leather Belt,3,The Leather Belt works as expected but nothing to brag about.,Fulfilled,320.86
2025-01-16,Canada,Home,Electric Kettle,1,"The Electric Kettle stopped working after just one use, very frustrating.",Fulfilled,491.5
2025-05-08,USA,Clothing,Chinos,4,"Superb quality on the Chinos, packaging was also great.",Fulfilled,404.6
2024-09-08,Australia,Home,Blender,2,"Bad experience, the Blender came with missing parts.",Fulfilled,379.6
2024-09-30,Canada,Sports,Football,3,The Football is fine but not worth the price in my opinion.,Fulfilled,18.41
2025-03-16,UK,Kitchen,Chef Knife,2,"Terrible quality Chef Knife, felt like a waste of money.",Pending,104.67
2024-08-13,Australia,Accessories,Leather Belt,5,"The Leather Belt is perfect for my needs, amazing craftsmanship.",Fulfilled,282.69
2024-12-03,USA,Electronics,Noise Cancelling Headphones,5,The Noise Cancelling Headphones looks amazing and is really sturdy.,Fulfilled,301.71
2025-07-28,USA,Electronics,Mechanical Keyboard,4,"Very happy with the Mechanical Keyboard, fits perfectly and great value for money.",Fulfilled,424.04
2025-04-19,USA,Sports,Hiking Backpack,5,"The Hiking Backpack came earlier than expected, amazing service.",Pending,365.52
2025-05-21,USA,Kitchen,Coffee Grinder,2,"Received the wrong Coffee Grinder, very disappointed.",Fulfilled,53.16
2024-09-03,Canada,Beauty,Sunscreen,2,"Waste of money, don't buy this Sunscreen.",Canceled,94.02
2024-08-04,UK,Beauty,Perfume,4,"Highly satisfied, the Perfume works even better than advertised.",Fulfilled,47.69
2024-10-14,UK,Kitchen,Measuring Cup Set,2,"Very poor quality Measuring Cup Set, broke within a week.",Canceled,262.61
2025-06-17,Canada,Kitchen,Coffee Grinder,3,"The Coffee Grinder is nothing special, just average.",Fulfilled,267.9
2025-05-19,Canada,Kitchen,Water Bottle,2,"The Water Bottle came damaged, packaging was horrible.",Canceled,272.84
2025-04-18,Canada,Beauty,Moisturizing Cream,5,"Highly satisfied, the Moisturizing Cream works even better than advertised.",Canceled,18.25
2025-06-02,UK,Shoes,Slip-On Loafers,4,"Fast shipping and great quality Slip-On Loafers, could not be happier.",Pending,381.15
2025-04-14,Canada,Beauty,Beard Trimmer,1,The Beard Trimmer feels cheap and unreliable.,Canceled,278.69
2025-05-30,Australia,Accessories,Wrist Watch,1,"Received the wrong Wrist Watch, very disappointed.",Pending,56.46
2025-02-14,Australia,Beauty,Lipstick,1,"Totally not worth it, the Lipstick is a disaster.",Canceled,92.51
2025-06-25,UK,Sports,Dumbbells,4,Best purchase ever! The Dumbbells is worth every cent.,Fulfilled,271.3
2025-01-19,UK,Electronics,Wireless Earbuds,5,The Wireless Earbuds has become my favorite item.,Pending,329.85
2024-11-14,Australia,Kitchen,Blender Jar,4,"Excellent purchase, the Blender Jar feels premium and durable.",Fulfilled,274.04
2025-06-01,USA,Accessories,Leather Belt,3,"Meh experience with the Leather Belt, nothing memorable.",Canceled,424.76
2025-05-14,Canada,Electronics,Tablet Cover,3,The Tablet Cover works as expected but nothing to brag about.,Pending,76.43
2025-07-12,USA,Sports,Hiking Backpack,5,Best purchase ever! The Hiking Backpack is worth every cent.,Canceled,62.63
2024-09-05,USA,Beauty,Lipstick,4,Best purchase ever! The Lipstick is worth every cent.,Fulfilled,146.95
2024-11-30,Canada,Shoes,Flip Flops,1,The Flip Flops feels cheap and unreliable.,Fulfilled,269.9
2024-10-26,USA,Electronics,Wireless Earbuds,2,"Disappointed with the Wireless Earbuds, customer support unhelpful.",Pending,285.66
2025-03-18,Canada,Kitchen,Water Bottle,5,Perfect fit and great fabric quality on the Water Bottle.,Fulfilled,101.25
2025-06-02,USA,Beauty,Nail Polish,3,"I feel neutral about this Nail Polish, nothing stands out.",Fulfilled,109.16
2025-03-06,USA,Electronics,Gaming Mouse,3,The Gaming Mouse works as expected but nothing to brag about.,Fulfilled,136.17
2025-01-26,USA,Kitchen,Coffee Grinder,1,Customer service ignored my complaint about the Coffee Grinder.,Pending,205.72
2025-06-07,USA,Sports,Yoga Mat,5,"The Yoga Mat arrived on time and works perfectly, highly recommend.",Pending,233.26
2024-09-05,Canada,Electronics,Wireless Earbuds,1,"The Wireless Earbuds stopped working after just one use, very frustrating.",Pending,493.79
2025-04-05,Australia,Electronics,Noise Cancelling Headphones,2,"The Noise Cancelling Headphones stopped working after just one use, very frustrating.",Pending,87.75
2025-02-13,Canada,Clothing,Cotton T-Shirt,1,Customer service ignored my complaint about the Cotton T-Shirt.,Pending,430.6
2025-07-25,Canada,Shoes,Canvas Shoes,1,"Received the wrong Canvas Shoes, very disappointed.",Canceled,235.96
2025-07-23,Canada,Kitchen,Electric Mixer,4,"The Electric Mixer came earlier than expected, amazing service.",Canceled,103.59
2025-04-17,UK,Electronics,Tablet Cover,4,"Fast shipping and great quality Tablet Cover, could not be happier.",Fulfilled,228.28
2024-11-09,Canada,Kitchen,Non-Stick Frying Pan,3,The Non-Stick Frying Pan is fine but not worth the price in my opinion.,Canceled,347.31
2025-06-04,UK,Beauty,Lipstick,2,"The Lipstick is flimsy and uncomfortable, regret buying it.",Pending,368.95
2024-11-28,Canada,Clothing,Bomber Jacket,2,"Extremely dissatisfied with the Bomber Jacket, will not recommend.",Fulfilled,259.97
2025-02-28,Australia,Electronics,Portable Charger,3,"Average experience with the Portable Charger, works okay but has room for improvement.",Fulfilled,160.32
2024-10-25,UK,Clothing,Cargo Pants,2,"Awful experience, will never buy this Cargo Pants again.",Pending,267.77
2024-10-02,Australia,Home,Air Purifier,2,"Bad experience, the Air Purifier came with missing parts.",Pending,313.7
2024-10-11,UK,Clothing,Polo Shirt,2,"Waste of money, don't buy this Polo Shirt.",Fulfilled,331.94
2025-02-19,USA,Electronics,Wireless Earbuds,4,"The Wireless Earbuds exceeded my expectations, will definitely buy again!",Fulfilled,277.84
2024-12-29,UK,Accessories,Travel Duffel Bag,2,"The Travel Duffel Bag stopped working after just one use, very frustrating.",Fulfilled,39.03
2024-12-18,USA,Sports,Swimming Goggles,4,The Swimming Goggles looks amazing and is really sturdy.,Pending,220.66
2025-06-17,Canada,Clothing,Chinos,1,"Totally not worth it, the Chinos is a disaster.",Pending,417.46
2024-12-22,USA,Electronics,Mechanical Keyboard,1,"Terrible quality Mechanical Keyboard, felt like a waste of money.",Canceled,319.95
2024-09-09,UK,Shoes,Sneakers,2,The Sneakers is uncomfortable and poorly made.,Pending,475.86
2025-01-28,Canada,Beauty,Lipstick,3,"Got what I ordered, the Lipstick is okay.",Pending,337.92
2025-03-02,UK,Accessories,Beanie Hat,5,"Very happy with the Beanie Hat, fits perfectly and great value for money.",Fulfilled,139.27
